#t;y
2017-09-02_18:15:01	97.7
2017-09-02_18:20:01	100.1
2017-09-02_18:25:01	102.7
2017-09-02_18:30:01	102.8
2017-09-02_18:35:02	102.2
2017-09-02_18:40:02	100.5
2017-09-02_18:45:01	98.9
2017-09-02_18:50:01	98.9
2017-09-02_18:55:01	99.8
2017-09-02_19:00:01	100.8
2017-09-02_19:05:02	100.3
2017-09-02_19:10:02	100
2017-09-02_19:15:01	99.6
2017-09-02_19:20:01	99.7
2017-09-02_19:25:01	99.6
2017-09-02_19:30:01	99.2
2017-09-02_19:35:02	100
2017-09-02_19:40:01	102.7
2017-09-02_19:45:01	102.5
2017-09-02_19:50:01	103.1
2017-09-02_19:55:01	102.9
2017-09-02_20:00:02	102.9
2017-09-02_20:05:02	103.2
2017-09-02_20:10:01	103
2017-09-02_20:15:01	103.1
2017-09-02_20:20:01	103.3
2017-09-02_20:25:01	102
2017-09-02_20:30:02	100
2017-09-02_20:35:02	99.8
2017-09-02_20:40:01	99.5
2017-09-02_20:45:01	100.2
2017-09-02_20:50:01	102.4
2017-09-02_20:55:01	103.1
2017-09-02_21:00:02	102.9
2017-09-02_21:05:02	102.1
2017-09-02_21:10:01	102.4
2017-09-02_21:15:01	102.3
2017-09-02_21:20:01	101.7
2017-09-02_21:25:01	100.9
2017-09-02_21:30:02	100
2017-09-02_21:35:02	98.8
2017-09-02_21:40:01	98.8
2017-09-02_21:45:01	98.6
2017-09-02_21:50:01	99
2017-09-02_21:55:02	100.2
2017-09-02_22:00:02	102.6
2017-09-02_22:05:02	102.8
2017-09-02_22:10:01	103.2
2017-09-02_22:15:01	102.6
2017-09-02_22:20:01	101.9
2017-09-02_22:25:02	102
2017-09-02_22:30:01	102.2
2017-09-02_22:35:01	101.7
2017-09-02_22:40:01	101.8
2017-09-02_22:45:01	101.2
2017-09-02_22:50:01	100.5
2017-09-02_22:55:02	99.8
2017-09-02_23:00:01	98.8
2017-09-02_23:05:01	97.4
2017-09-02_23:10:01	97.1
2017-09-02_23:15:01	97
2017-09-02_23:20:01	96.7
2017-09-02_23:25:01	97.3
2017-09-02_23:30:01	102.2
2017-09-02_23:35:01	103.1
2017-09-02_23:40:01	102.6
2017-09-02_23:45:01	100.8
2017-09-02_23:50:01	99.7
2017-09-02_23:55:01	98.9
